ORDERID,PRODUCTID,CUSTOMERID,EMPLOYEEID,ORDERPERIODID,REQUIREDPERIODID,SHIPPEDPERIODID,SHIPPERID,UNITPRICE,QUANTITY,DISCOUNT,UNITSALES,NETSALES,UNITCOST,COST
5396,11,108,18,2381,2394,2381,1,15,281,16,4215,3541,11,3161
2905,5,6,6,1960,1973,1960,10,1000,55,18,55000,45100,750,41250
5405,11,105,15,2384,2397,2384,6,15,128,16,1920,1613,11,1440
1319,3,82,22,1697,1710,1697,6,10,97,18,970,795,7,727
5405,29,105,15,2384,2397,2384,6,1200,13,25,15600,11700,900,11700
1345,3,30,30,1699,1712,1699,6,10,98,18,980,804,7,735
5410,29,57,27,2398,2411,2398,4,1200,43,23,51600,39732,900,38700
2911,51,3,3,1953,1966,1953,1,600,734,18,440400,361128,450,330300
5416,27,40,10,2399,2412,2399,11,500,30,23,15000,11550,375,11250
1347,3,92,2,1699,1712,1699,11,10,134,18,1340,1099,7,1005
2923,32,60,30,1952,1965,1952,4,1300,30,18,39000,31980,975,29250
5418,29,30,30,2401,2414,2401,5,1200,18,23,21600,16632,900,16200
2931,5,83,23,1962,1975,1962,8,1000,142,18,142000,116440,750,106500
5422,11,52,22,2389,2402,2389,9,15,10,16,150,126,11,112
1348,36,105,15,1703,1716,1706,11,800,132,18,105600,86592,600,79200
5422,29,52,22,2389,2402,2389,9,1200,21,23,25200,19404,900,18900
3422,32,116,26,2025,2038,2025,5,1300,72,18,93600,76752,975,70200
1356,3,99,9,1705,1718,1705,4,10,64,18,640,525,7,480
5444,29,24,24,2391,2404,2391,10,1200,10,23,12000,9240,900,9000
3431,5,72,12,2033,2046,2033,8,1000,76,18,76000,62320,750,57000
1365,36,46,16,1700,1713,1700,7,800,161,18,128800,105616,600,96600
3435,51,33,3,2028,2041,2028,2,600,667,18,400200,328164,450,300150
5450,29,67,7,2409,2422,2409,10,1200,13,23,15600,12012,900,11700
3443,5,69,9,2036,2049,2044,11,1000,98,18,98000,80360,750,73500
5452,29,9,9,2404,2417,2412,7,1200,15,23,18000,13860,900,13500
1366,36,95,5,1699,1712,1699,4,800,336,18,268800,220416,600,201600
5453,29,22,22,2399,2412,2399,10,1200,14,23,16800,12936,900,12600
3455,51,50,20,2026,2039,2026,3,600,405,18,243000,199260,450,182250
1368,36,16,16,1701,1714,1709,3,800,107,18,85600,70192,600,64200
5457,11,102,12,2409,2422,2409,10,15,239,16,3585,3011,11,2688
3459,51,70,10,2036,2049,2036,7,600,581,18,348600,285852,450,261450
5457,29,102,12,2409,2422,2409,10,1200,24,23,28800,22176,900,21600
1373,36,53,23,1714,1727,1714,10,800,178,18,142400,116768,600,106800
3476,5,75,15,2044,2057,2044,2,1000,162,18,162000,132840,750,121500
5464,29,24,24,2400,2413,2400,1,1200,11,23,13200,10164,900,9900
3486,5,40,10,2043,2056,2046,1,1000,81,18,81000,66420,750,60750
1380,36,5,5,1708,1721,1708,5,800,331,18,264800,217136,600,198600
5470,27,114,24,2415,2428,2415,3,500,55,23,27500,21175,375,20625
3494,5,57,27,2034,2047,2034,11,1000,164,18,164000,134480,750,123000
5478,29,72,12,2406,2419,2406,11,1200,21,23,25200,19404,900,18900
3496,5,78,18,2030,2043,2030,4,1000,72,18,72000,59040,750,54000
1397,58,48,18,1708,1721,1708,7,95,722,18,68590,56244,71,51442
5481,27,41,11,2414,2427,2414,1,500,36,23,18000,13860,375,13500
3499,5,38,8,2037,2050,2037,2,1000,162,18,162000,132840,750,121500
5486,29,57,27,2415,2428,2415,1,1200,45,23,54000,41580,900,40500
1412,36,95,5,1709,1722,1712,1,800,318,18,254400,208608,600,190800
3509,5,6,6,2031,2044,2031,7,1000,63,18,63000,51660,750,47250
5488,29,92,2,2419,2432,2419,7,1200,31,23,37200,28644,900,27900
3512,5,31,1,2037,2050,2037,6,1000,554,18,554000,454280,750,415500
1413,3,1,1,1709,1722,1709,5,10,220,18,2200,1804,7,1650
5493,29,55,25,2407,2420,2407,7,1200,19,23,22800,17556,900,17100
3519,5,100,10,2033,2046,2033,7,1000,162,18,162000,132840,750,121500
5502,29,49,19,2426,2439,2426,4,1200,19,23,22800,17556,900,17100
1413,36,1,1,1709,1722,1709,5,800,275,18,220000,180400,600,165000
3521,32,116,26,2047,2060,2048,2,1300,72,18,93600,76752,975,70200
5511,29,26,26,2424,2437,2424,6,1200,33,23,39600,30492,900,29700
5512,29,31,1,2422,2435,2422,3,1200,58,23,69600,53592,900,52200
3577,5,44,14,2059,2072,2059,6,1000,125,18,125000,102500,750,93750
1418,36,83,23,1717,1730,1717,1,800,80,18,64000,52480,600,48000
5513,29,74,14,2424,2437,2424,1,1200,17,21,20400,16116,900,15300
3578,5,51,21,2054,2067,2054,9,1000,77,18,77000,63140,750,57750
1424,3,59,29,1709,1722,1712,2,10,149,18,1490,1222,7,1117
5524,29,67,7,2428,2441,2428,3,1200,11,23,13200,10164,900,9900
3594,5,61,1,2043,2056,2043,1,1000,469,18,469000,384580,750,351750
5529,29,15,15,2417,2430,2417,8,1200,13,25,15600,11700,900,11700
3608,51,15,15,2063,2076,2063,1,600,728,18,436800,358176,450,327600
1428,36,80,20,1720,1733,1720,6,800,177,18,141600,116112,600,106200
5550,11,114,24,2423,2436,2423,6,15,576,14,8640,7430,11,6480
5555,11,117,27,2422,2435,2422,4,15,737,14,11055,9507,11,8291
3612,32,95,5,2048,2061,2048,2,1300,91,18,118300,97006,975,88725
1433,58,74,14,1725,1738,1725,2,95,1206,18,114570,93947,71,85927
5562,11,77,17,2437,2450,2437,1,15,383,14,5745,4941,11,4308
3635,5,3,3,2055,2068,2055,7,1000,168,18,168000,137760,750,126000
5571,29,90,30,2432,2445,2432,7,1200,32,23,38400,29568,900,28800
1449,36,105,15,1715,1728,1715,4,800,140,18,112000,91840,600,84000
3643,5,75,15,2064,2077,2064,4,1000,164,18,164000,134480,750,123000
5579,29,55,25,2432,2445,2432,10,1200,21,23,25200,19404,900,18900
3659,5,110,20,2067,2080,2067,8,1000,132,18,132000,108240,750,99000
1451,36,49,19,1721,1734,1721,9,800,156,18,124800,102336,600,93600
5584,29,91,1,2439,2452,2439,9,1200,39,23,46800,36036,900,35100
5587,29,98,8,2435,2448,2435,6,1200,19,23,22800,17556,900,17100
3677,5,76,16,2074,2087,2074,11,1000,122,18,122000,100040,750,91500
1462,36,62,2,1720,1733,1720,5,800,383,18,306400,251248,600,229800
5588,29,79,19,2446,2459,2446,2,1200,13,23,15600,12012,900,11700
3682,5,49,19,2067,2080,2067,6,1000,164,18,164000,134480,750,123000
5590,11,104,14,2434,2447,2434,10,15,350,14,5250,4515,11,3937
3687,5,96,6,2069,2082,2073,1,1000,120,18,120000,98400,750,90000
1463,36,75,15,1719,1732,1719,6,800,228,18,182400,149568,600,136800
5590,29,104,14,2434,2447,2434,10,1200,16,21,19200,15168,900,14400
3692,5,73,13,2065,2078,2065,1,1000,113,18,113000,92660,750,84750
1467,36,93,3,1733,1746,1737,11,800,371,18,296800,243376,600,222600
5591,11,111,21,2440,2453,2440,1,15,15,14,225,194,11,168
3697,5,31,1,2074,2087,2075,11,1000,603,18,603000,494460,750,452250
5599,11,27,27,2452,2465,2452,1,15,1162,14,17430,14990,11,13072
1474,36,97,7,1723,1736,1731,4,800,9,18,7200,5904,600,5400
3698,5,33,3,2062,2075,2062,3,1000,164,18,164000,134480,750,123000
5609,29,18,18,2447,2460,2447,8,1200,15,23,18000,13860,900,13500
3704,5,26,26,2078,2091,2078,6,1000,211,18,211000,173020,750,158250
1482,36,70,10,1722,1735,1722,11,800,107,18,85600,70192,600,64200
3710,51,51,21,2063,2076,2063,8,600,323,18,193800,158916,450,145350
5623,29,106,16,2457,2470,2457,8,1200,22,23,26400,20328,900,19800
1487,36,29,29,1721,1734,1721,5,800,126,18,100800,82656,600,75600
3719,32,43,13,2061,2074,2061,8,1300,26,18,33800,27716,975,25350
5627,29,51,21,2457,2470,2457,10,1200,10,23,12000,9240,900,9000
5636,29,68,8,2446,2459,2446,3,1200,10,23,12000,9240,900,9000
3725,5,115,25,2066,2079,2068,1,1000,120,18,120000,98400,750,90000
1501,36,55,25,1735,1748,1737,1,800,182,18,145600,119392,600,109200
3729,5,81,21,2069,2082,2069,1,1000,164,18,164000,134480,750,123000
5642,29,119,29,2445,2458,2445,9,1200,30,23,36000,27720,900,27000
1507,36,33,3,1738,1751,1738,10,800,166,18,132800,108896,600,99600
5644,29,61,1,2455,2468,2463,5,1200,36,23,43200,33264,900,32400
3733,5,19,19,2077,2090,2077,10,1000,164,18,164000,134480,750,123000
5650,29,111,21,2458,2471,2458,7,1200,15,23,18000,13860,900,13500
3739,5,41,11,2065,2078,2065,6,1000,108,18,108000,88560,750,81000
1521,36,34,4,1743,1756,1743,5,800,225,18,180000,147600,600,135000
5652,27,49,19,2453,2466,2461,6,500,41,23,20500,15785,375,15375
3774,32,97,7,2076,2089,2076,1,1300,43,18,55900,45838,975,41925
5653,11,12,12,2452,2465,2452,7,15,468,14,7020,6037,11,5265
1526,36,76,16,1734,1747,1737,1,800,93,18,74400,61008,600,55800
3800,32,6,6,2091,2104,2091,8,1300,23,18,29900,24518,975,22425
5661,11,100,10,2464,2477,2464,7,15,485,14,7275,6257,11,5456
3808,5,117,27,2081,2094,2081,11,1000,186,18,186000,152520,750,139500
1527,36,99,9,1735,1748,1737,8,800,82,18,65600,53792,600,49200
5668,29,18,18,2471,2484,2471,2,1200,16,23,19200,14784,900,14400
3809,5,119,29,2075,2088,2076,7,1000,176,18,176000,144320,750,132000
5679,11,58,28,2468,2481,2468,11,15,424,14,6360,5470,11,4770
1531,36,80,20,1741,1754,1741,11,800,168,18,134400,110208,600,100800
3824,51,113,23,2092,2105,2092,10,600,535,18,321000,263220,450,240750
5681,27,22,22,2470,2483,2470,1,500,32,23,16000,12320,375,12000
3837,32,93,3,2090,2103,2090,4,1300,112,18,145600,119392,975,109200
5682,29,41,11,2459,2472,2459,11,1200,19,23,22800,17556,900,17100
3839,5,55,25,2098,2111,2098,5,1000,147,18,147000,120540,750,110250
5684,29,104,14,2469,2482,2469,2,1200,15,21,18000,14220,900,13500
3840,5,58,28,2095,2108,2095,3,1000,234,18,234000,191880,750,175500
5686,29,27,27,2459,2472,2467,11,1200,48,23,57600,44352,900,43200
3846,32,31,1,2091,2104,2091,1,1300,106,18,137800,112996,975,103350
5724,29,77,17,2477,2490,2477,3,1200,19,23,22800,17556,900,17100
3855,5,16,16,2093,2106,2093,9,1000,99,18,99000,81180,750,74250
5727,27,61,1,2477,2490,2477,3,500,56,23,28000,21560,375,21000
1532,36,89,29,1732,1745,1739,4,800,163,18,130400,106928,600,97800
3859,32,97,7,2090,2103,2090,3,1300,46,18,59800,49036,975,44850
5749,29,10,10,2477,2490,2477,3,1200,10,23,12000,9240,900,9000
3860,5,99,9,2100,2113,2100,10,1000,97,18,97000,79540,750,72750
1547,36,42,12,1741,1754,1741,8,800,129,18,103200,84624,600,77400
5755,29,92,2,2485,2498,2485,11,1200,35,23,42000,32340,900,31500
3861,32,110,20,2097,2110,2097,1,1300,44,18,57200,46904,975,42900
5759,29,110,20,2480,2493,2480,9,1200,11,23,13200,10164,900,9900
1548,36,67,7,1734,1747,1737,8,800,148,18,118400,97088,600,88800
5760,11,20,20,2493,2506,2493,2,15,12,14,180,155,11,135
3872,51,1,1,2092,2105,2092,6,600,1257,18,754200,618444,450,565650
5764,29,55,25,2484,2497,2484,5,1200,23,23,27600,21252,900,20700
3886,32,24,24,2091,2104,2091,8,1300,31,18,40300,33046,975,30225
1554,3,95,5,1746,1759,1746,2,10,280,18,2800,2296,7,2100
5771,11,109,19,2489,2502,2489,2,15,20,14,300,258,11,225
3889,51,63,3,2095,2108,2095,2,600,1488,18,892800,732096,450,669600
5775,27,41,11,2492,2505,2498,10,500,37,23,18500,14245,375,13875
1555,36,13,13,1749,1762,1749,4,800,115,18,92000,75440,600,69000
2949,32,18,18,1964,1977,1966,9,1300,26,18,33800,27716,975,25350
5784,29,68,8,2492,2505,2498,5,1200,10,23,12000,9240,900,9000
2953,5,100,10,1957,1970,1957,2,1000,141,18,141000,115620,750,105750
1557,36,58,28,1739,1752,1747,8,800,216,18,172800,141696,600,129600
5793,27,61,1,2490,2503,2498,8,500,58,23,29000,22330,375,21750
2969,5,33,3,1960,1973,1960,2,1000,143,18,143000,117260,750,107250
5798,29,58,28,2496,2509,2496,6,1200,18,23,21600,16632,900,16200
1575,58,10,10,1744,1757,1744,3,95,548,18,52060,42689,71,39045
2971,5,40,10,1968,1981,1976,3,1000,82,18,82000,67240,750,61500
5803,11,93,3,2495,2508,2495,6,15,619,14,9285,7985,11,6963
2972,5,69,9,1956,1969,1956,11,1000,82,18,82000,67240,750,61500
5803,29,93,3,2495,2508,2495,6,1200,24,23,28800,22176,900,21600
1580,36,43,13,1737,1750,1737,5,800,82,18,65600,53792,600,49200
5805,29,3,3,2506,2519,2506,10,1200,26,23,31200,24024,900,23400
2973,51,74,14,1970,1983,1970,9,600,669,18,401400,329148,450,301050
1584,36,104,14,1745,1758,1745,11,800,149,18,119200,97744,600,89400
5812,29,50,20,2494,2507,2498,3,1200,20,23,24000,18480,900,18000
2974,5,76,16,1966,1979,1966,6,1000,108,18,108000,88560,750,81000
5817,27,13,13,2507,2520,2507,3,500,56,23,28000,21560,375,21000
1610,36,24,24,1745,1758,1745,11,800,107,18,85600,70192,600,64200
2978,5,45,15,1966,1979,1966,8,1000,88,18,88000,72160,750,66000
4862,27,104,14,2255,2268,2255,7,500,66,20,33000,26400,375,24750
2982,5,116,26,1966,1979,1966,5,1000,204,18,204000,167280,750,153000
1617,36,90,30,1760,1773,1760,3,800,131,18,104800,85936,600,78600
4887,29,35,5,2254,2267,2254,2,1200,32,22,38400,29952,900,28800
2987,5,70,10,1960,1973,1960,1,1000,124,18,124000,101680,750,93000
4900,29,49,19,2264,2277,2264,6,1200,18,22,21600,16848,900,16200
3003,5,118,28,1960,1973,1960,10,1000,200,18,200000,164000,750,150000
1620,3,112,22,1747,1760,1747,3,10,109,18,1090,894,7,817
4901,27,60,30,2255,2268,2255,6,500,50,22,25000,19500,375,18750
3009,5,112,22,1967,1980,1967,2,1000,156,18,156000,127920,750,117000
4906,29,50,20,2260,2273,2260,3,1200,28,22,33600,26208,900,25200
1622,58,27,27,1757,1770,1757,3,95,1067,18,101365,83119,71,76023
3024,5,105,15,1964,1977,1964,6,1000,124,18,124000,101680,750,93000
4912,27,7,7,2255,2268,2255,9,500,66,22,33000,25740,375,24750
3036,5,55,25,1971,1984,1971,10,1000,134,18,134000,109880,750,100500
1635,3,5,5,1759,1772,1759,4,10,233,18,2330,1911,7,1747
4917,29,37,7,2258,2271,2258,10,1200,19,22,22800,17784,900,17100
3039,5,104,14,1961,1974,1961,10,1000,156,18,156000,127920,750,117000
4942,11,66,6,2265,2278,2265,11,15,20,23,300,231,11,225
1645,3,85,25,1753,1766,1753,6,10,75,18,750,615,7,562
3043,51,28,28,1965,1978,1965,8,600,908,18,544800,446736,450,408600
4943,29,109,19,2270,2283,2270,3,1200,22,22,26400,20592,900,19800
3049,51,63,3,1980,1993,1980,8,600,1243,18,745800,611556,450,559350
1654,36,69,9,1758,1771,1758,5,800,99,18,79200,64944,600,59400
4955,29,103,13,2277,2290,2277,2,1200,22,22,26400,20592,900,19800
3055,5,101,11,1977,1990,1977,11,1000,110,18,110000,90200,750,82500
4988,11,93,3,2280,2293,2280,11,15,35,23,525,404,11,393
1668,36,75,15,1751,1764,1751,4,800,232,18,185600,152192,600,139200
4989,29,96,6,2271,2284,2271,4,1200,18,22,21600,16848,900,16200
3061,5,25,25,1978,1991,1978,1,1000,116,18,116000,95120,750,87000
5032,29,11,11,2281,2294,2281,3,1200,11,22,13200,10296,900,9900
3062,51,27,27,1970,1983,1970,8,600,508,18,304800,249936,450,228600
1675,36,113,23,1769,1782,1769,7,800,103,18,82400,67568,600,61800
5036,11,61,1,2276,2289,2276,3,15,82,23,1230,947,11,922
3069,32,2,2,1968,1981,1968,8,1300,87,18,113100,92742,975,84825
1680,36,93,3,1769,1782,1769,8,800,406,18,324800,266336,600,243600
5045,29,108,18,2287,2300,2287,4,1200,32,22,38400,29952,900,28800
3074,51,70,10,1980,1993,1980,11,600,524,18,314400,257808,450,235800
5048,11,106,16,2285,2298,2285,11,15,29,23,435,335,11,326
3078,32,60,30,1972,1985,1972,6,1300,33,18,42900,35178,975,32175
1687,3,44,14,1754,1767,1754,7,10,87,18,870,713,7,652
5062,11,40,10,2301,2314,2301,11,15,13,23,195,150,11,146
3087,51,98,8,1980,1993,1980,9,600,652,18,391200,320784,450,293400
5063,29,52,22,2292,2305,2292,11,1200,20,22,24000,18720,900,18000
1698,36,80,20,1760,1773,1760,3,800,170,18,136000,111520,600,102000
3097,5,28,28,1989,2002,1989,6,1000,204,18,204000,167280,750,153000
5068,11,38,8,2300,2313,2300,5,15,16,23,240,185,11,180
1699,3,91,1,1759,1772,1759,10,10,104,18,1040,853,7,780
3104,5,85,25,1975,1988,1975,2,1000,126,18,126000,103320,750,94500
5073,29,115,25,2289,2302,2289,10,1200,18,22,21600,16848,900,16200
5075,29,93,3,2301,2314,2301,6,1200,25,22,30000,23400,900,22500
3109,5,113,23,1982,1995,1982,2,1000,196,18,196000,160720,750,147000
1703,3,55,25,1761,1774,1761,3,10,118,18,1180,968,7,885
5078,11,77,17,2287,2300,2287,6,15,24,23,360,277,11,270
3110,32,116,26,1976,1989,1979,1,1300,64,18,83200,68224,975,62400
5088,11,57,27,2293,2306,2293,1,15,35,23,525,404,11,393
1704,3,65,5,1761,1774,1761,4,10,158,18,1580,1296,7,1185
3112,51,7,7,1976,1989,1976,4,600,576,18,345600,283392,450,259200
5098,29,77,17,2295,2308,2295,11,1200,27,22,32400,25272,900,24300
3121,51,24,24,1985,1998,1985,8,600,296,18,177600,145632,450,133200
1707,36,103,13,1774,1787,1774,5,800,208,18,166400,136448,600,124800
5112,29,104,14,2296,2309,2296,4,1200,32,20,38400,30720,900,28800
5124,29,41,11,2313,2326,2313,9,1200,32,22,38400,29952,900,28800
3145,51,32,2,1995,2008,1995,11,600,1036,18,621600,509712,450,466200
1726,3,19,19,1762,1775,1762,7,10,80,18,800,656,7,600
5158,11,105,15,2322,2335,2322,3,15,19,23,285,219,11,213
3149,5,60,30,1990,2003,1990,2,1000,103,18,103000,84460,750,77250
1739,36,7,7,1779,1792,1779,8,800,213,18,170400,139728,600,127800
5160,29,5,5,2317,2330,2317,9,1200,64,22,76800,59904,900,57600
3152,5,71,11,1991,2004,1991,3,1000,151,18,151000,123820,750,113250
5180,11,114,24,2323,2336,2323,6,15,30,23,450,347,11,337
3173,5,40,10,1985,1998,1985,8,1000,71,18,71000,58220,750,53250
1743,3,57,27,1777,1790,1777,8,10,113,18,1130,927,7,847
5192,29,98,8,2319,2332,2319,8,1200,18,23,21600,16632,900,16200
3190,51,36,6,2003,2016,2003,7,600,360,18,216000,177120,450,162000
5194,11,66,6,2327,2340,2327,3,15,15,21,225,178,11,168
1750,36,27,27,1764,1777,1764,4,800,165,18,132000,108240,600,99000
3195,5,116,26,1992,2005,1992,9,1000,208,18,208000,170560,750,156000
5195,29,86,26,2329,2342,2329,3,1200,31,23,37200,28644,900,27900
3213,51,46,16,2003,2016,2003,9,600,543,18,325800,267156,450,244350
5196,29,110,20,2321,2334,2321,2,1200,18,23,21600,16632,900,16200
1760,3,59,29,1771,1784,1771,7,10,119,18,1190,976,7,892
3218,51,90,30,2003,2016,2003,9,600,562,18,337200,276504,450,252900
5203,11,2,2,2333,2346,2333,3,15,23,21,345,273,11,258
3219,5,113,23,2007,2020,2007,4,1000,209,18,209000,171380,750,156750
5214,29,108,18,2332,2345,2332,9,1200,30,23,36000,27720,900,27000
1778,58,64,4,1780,1793,1780,4,95,1115,18,105925,86859,71,79443
3236,32,16,16,2009,2022,2009,10,1300,33,18,42900,35178,975,32175
5216,11,116,26,2330,2343,2330,3,15,26,21,390,308,11,292
1808,58,117,27,1785,1798,1785,3,95,1192,18,113240,92857,71,84930
5216,29,116,26,2330,2343,2330,3,1200,26,23,31200,24024,900,23400
3238,32,40,10,2002,2015,2002,4,1300,24,18,31200,25584,975,23400
1814,36,34,4,1790,1803,1790,10,800,233,18,186400,152848,600,139800
5218,29,67,7,2331,2344,2331,1,1200,11,23,13200,10164,900,9900
3242,5,7,7,1999,2012,1999,8,1000,141,18,141000,115620,750,105750
5220,29,104,14,2339,2352,2339,10,1200,17,20,20400,16320,900,15300
1822,36,39,9,1777,1790,1777,2,800,138,18,110400,90528,600,82800
3253,5,48,18,2000,2013,2000,11,1000,105,18,105000,86100,750,78750
5226,29,57,27,2338,2351,2338,1,1200,39,23,46800,36036,900,35100
3257,5,110,20,2007,2020,2007,9,1000,158,18,158000,129560,750,118500
1832,36,116,26,1782,1795,1782,11,800,277,18,221600,181712,600,166200
5255,29,19,19,2340,2353,2340,9,1200,16,23,19200,14784,900,14400
3263,5,118,28,1995,2008,1995,9,1000,208,18,208000,170560,750,156000
5259,11,40,10,2353,2366,2353,5,15,16,21,240,190,11,180
1835,36,113,23,1790,1803,1790,7,800,109,18,87200,71504,600,65400
3274,5,68,8,2015,2028,2015,1,1000,123,18,123000,100860,750,92250
5260,29,91,1,2339,2352,2339,11,1200,36,23,43200,33264,900,32400
3277,5,96,6,2015,2028,2015,5,1000,97,18,97000,79540,750,72750
1840,36,21,21,1789,1802,1789,8,800,86,18,68800,56416,600,51600
5272,29,96,6,2340,2353,2340,1,1200,17,23,20400,15708,900,15300
3285,5,63,3,2010,2023,2010,4,1000,308,18,308000,252560,750,231000
5279,29,95,5,2348,2361,2348,5,1200,43,23,51600,39732,900,38700
3285,32,63,3,2010,2023,2010,4,1300,102,18,132600,108732,975,99450
1842,36,37,7,1784,1797,1784,10,800,191,18,152800,125296,600,114600
5294,29,112,22,2347,2360,2347,4,1200,18,23,21600,16632,900,16200
3287,51,115,25,2004,2017,2004,1,600,529,18,317400,260268,450,238050
5297,11,104,14,2364,2377,2364,10,15,48,19,720,583,11,540
3309,5,118,28,2012,2025,2012,7,1000,212,18,212000,173840,750,159000
1852,36,14,14,1796,1809,1796,1,800,96,18,76800,62976,600,57600
5308,11,106,16,2357,2370,2357,1,15,53,19,795,644,11,596
3323,5,73,13,2006,2019,2006,9,1000,118,18,118000,96760,750,88500
5310,29,9,9,2353,2366,2353,1,1200,13,23,15600,12012,900,11700
1855,3,106,16,1782,1795,1782,11,10,70,18,700,574,7,525
3328,5,38,8,2023,2036,2023,6,1000,158,18,158000,129560,750,118500
5312,11,77,17,2364,2377,2364,3,15,42,19,630,510,11,472
1868,36,100,10,1799,1812,1799,11,800,187,18,149600,122672,600,112200
5313,29,18,18,2357,2370,2357,7,1200,14,23,16800,12936,900,12600
5318,29,111,21,2363,2376,2363,3,1200,14,23,16800,12936,900,12600
1884,36,7,7,1785,1798,1785,3,800,225,18,180000,147600,600,135000
5334,11,92,2,2364,2377,2364,4,15,80,19,1200,972,11,900
6303,11,57,27,2627,2640,2627,3,15,194,21,2910,2299,11,2182
1887,36,42,12,1804,1817,1804,11,800,151,18,120800,99056,600,90600
6308,11,72,12,2610,2623,2610,1,15,68,21,1020,806,11,765
6324,11,105,15,2626,2639,2626,6,15,81,21,1215,960,11,911
1921,36,74,14,1800,1813,1800,11,800,198,18,158400,129888,600,118800
6340,29,52,22,2626,2639,2626,9,1200,19,24,22800,17328,900,17100
6344,11,87,27,2625,2638,2625,11,15,39,23,585,450,11,438
1936,3,5,5,1808,1821,1808,8,10,201,18,2010,1648,7,1507
6354,11,42,12,2622,2635,2622,1,15,22,23,330,254,11,247
6357,11,56,26,2631,2644,2631,3,15,56,23,840,647,11,630
1942,36,81,21,1808,1821,1810,3,800,236,18,188800,154816,600,141600
6362,29,49,19,2635,2648,2635,11,1200,13,24,15600,11856,900,11700
3333,32,100,10,2018,2031,2018,11,1300,52,18,67600,55432,975,50700
1960,36,67,7,1814,1827,1814,2,800,170,18,136000,111520,600,102000
6363,29,90,30,2625,2638,2625,5,1200,32,24,38400,29184,900,28800
3357,5,46,16,2023,2036,2023,4,1000,129,18,129000,105780,750,96750
6375,29,74,14,2639,2652,2639,7,1200,11,22,13200,10296,900,9900
1969,36,45,15,1810,1823,1810,6,800,94,18,75200,61664,600,56400
3360,5,33,3,2014,2027,2014,8,1000,145,18,145000,118900,750,108750
6376,27,95,5,2642,2655,2642,1,500,83,24,41500,31540,375,31125
6376,29,95,5,2642,2655,2642,1,1200,40,24,48000,36480,900,36000
3366,5,115,25,2016,2029,2016,5,1000,126,18,126000,103320,750,94500
1970,36,73,13,1817,1830,1817,4,800,118,18,94400,77408,600,70800
6381,27,67,7,2635,2648,2635,9,500,16,24,8000,6080,375,6000
3380,5,73,13,2025,2038,2033,4,1000,126,18,126000,103320,750,94500
1972,36,101,11,1810,1823,1810,2,800,130,18,104000,85280,600,78000
6381,29,67,7,2635,2648,2635,9,1200,7,24,8400,6384,900,6300
1985,36,61,1,1808,1821,1808,11,800,254,18,203200,166624,600,152400
3386,5,44,14,2017,2030,2017,10,1000,133,18,133000,109060,750,99750
6382,29,70,10,2642,2655,2642,11,1200,9,24,10800,8208,900,8100
1986,36,79,19,1809,1822,1809,3,800,240,18,192000,157440,600,144000
6387,29,26,26,2630,2643,2630,1,1200,22,24,26400,20064,900,19800
3399,5,11,11,2027,2040,2027,10,1000,127,18,127000,104140,750,95250
1987,36,89,29,1809,1822,1809,6,800,201,18,160800,131856,600,120600
3401,5,16,16,2019,2032,2019,1,1000,100,18,100000,82000,750,75000
6389,29,65,5,2646,2659,2646,3,1200,31,24,37200,28272,900,27900
1994,36,103,13,1815,1828,1815,8,800,201,18,160800,131856,600,120600
3405,32,87,27,2018,2031,2018,1,1300,30,18,39000,31980,975,29250
1995,36,11,11,1809,1822,1809,2,800,134,18,107200,87904,600,80400
6393,11,9,9,2637,2650,2637,10,15,27,23,405,312,11,303
2017,3,74,14,1821,1834,1821,11,10,104,18,1040,853,7,780
3410,5,31,1,2024,2037,2024,11,1000,534,18,534000,437880,750,400500
6395,11,77,17,2634,2647,2634,6,15,41,23,615,474,11,461
3412,51,39,9,2028,2041,2028,11,600,621,18,372600,305532,450,279450
2033,36,109,19,1824,1837,1824,4,800,87,18,69600,57072,600,52200
6397,29,15,15,2642,2655,2642,9,1200,13,27,15600,11388,900,11700
3912,51,14,14,2103,2116,2103,2,600,572,18,343200,281424,450,257400
2050,36,88,28,1823,1836,1823,11,800,157,18,125600,102992,600,94200
6399,27,39,9,2635,2648,2635,2,500,20,24,10000,7600,375,7500
2051,36,107,17,1821,1834,1821,6,800,122,18,97600,80032,600,73200
3919,5,39,9,2102,2115,2102,5,1000,168,18,168000,137760,750,126000
6408,29,52,22,2646,2659,2646,10,1200,20,24,24000,18240,900,18000
3922,5,70,10,2109,2122,2111,8,1000,125,18,125000,102500,750,93750
2077,36,80,20,1835,1848,1835,9,800,193,18,154400,126608,600,115800
6420,11,40,10,2636,2649,2636,7,15,41,23,615,474,11,461
3944,5,91,1,2112,2125,2112,3,1000,393,18,393000,322260,750,294750
2078,3,81,21,1821,1834,1821,7,10,120,18,1200,984,7,900
6424,29,101,11,2644,2657,2644,1,1200,19,24,22800,17328,900,17100
2099,36,52,22,1824,1837,1824,4,800,195,18,156000,127920,600,117000
6437,29,112,22,2653,2666,2656,9,1200,16,24,19200,14592,900,14400
3946,5,115,25,2099,2112,2099,8,1000,127,18,127000,104140,750,95250
2111,36,102,12,1839,1852,1845,11,800,151,18,120800,99056,600,90600
3952,5,95,5,2099,2112,2099,1,1000,330,18,330000,270600,750,247500
6446,29,49,19,2649,2662,2649,6,1200,14,24,16800,12768,900,12600
